,title,year,genre,score,review
104,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 시간 가는 줄 모르고 빠져봤음 
105,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 박보영 영화 같아요. 이쁩니다~^^ 
106,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 박보영 이쁩니다. 김영광과 친구들도 꿀잼이네요~! 
107,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 첫사랑의이쁜 얘기정말재밉남 
108,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 친구들이 있으니 너뮤 재미있네요 
109,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 예고편이 다가 아니다. 깊은 얘기를 담고있는 영화지금 사랑하는 사람에게 더 충실하고 첫사랑은 첫사랑속 이쁜 추억으로 간직하기를 
110,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 선남선녀영화 잘봤습니다~~ 
111,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 첫사랑이... 그립고 아쉽고 생각나고.. 누구나 한번은 있을듯하지만 마음 아픈;;생각없이 보다 영광이에게 눈을 뜨게하네요 
112,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 첫사랑부터 성숙한 사랑까지의 과정을 잘 그렸습니다ㅠㅠ 보는 내내 설레고 재밌었고 감동도 있었습니다ㅎㅎ 
113,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 연애에 대한 생각을 바꾸게된 영화 
114,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 공감백배!! 첫사랑 그 아름다운 추억! 
115,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 정말 예쁜 영화. 최근 나온 멜로영화 중 탑클라스 
116,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 진짜..너무 재밋습니다 꼭보세요 2번보라고해도 볼거같네요 
117,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 잘 봤습니다.잘 봤습니다. 
118,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 재미있었습니다 매우매우매우 
119,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 이래서 사랑은 타이밍이지 
120,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 마음이 따뜻해지는 영화였어요 
121,너의 결혼식,2018,"멜로, 로맨스",4, 관람객 솔직히 기대이하 그냐 박보영땜에 봄 
122,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 김영광의 재발견 김영광이 이렇게 연기를 잘했었나?? 
123,너의 결혼식,2018,"멜로, 로맨스",5," 관람객 그냥,ㅎㅎ 영화관에서 안봐도 ㅤㄷㅙㅅ을 듯내용도 신박하지 않고 그렇고 그래요. "
124,너의 결혼식,2018,"멜로, 로맨스",2, 관람객 별로~~뻔한 스토리 
125,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 많은 생각을 하게 해준 좋은 영화였습니다. 여운이 많이 남네요. 배우분들 고생 많으셨습니다.벌써 100만 ? 200만 300만 가즈아 ~ ! 
126,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 재밌게 봤어요박보영 연기짱 
127,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 재미있습니다 스토리도 좋고요 ㅋㅋ 
128,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 너무재밋음 김영광 개멋짐 
129,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 재밌어요 ! 추천~!~!~! 
130,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 꿀잼 지루할틈없이 너무재밋댜ㅋㅋ 
131,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 아련한 첫사랑을 생각나게 하는 풋풋한 영화^^ 
132,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 시간 가는줄 모르고 봤어요 
133,너의 결혼식,2018,"멜로, 로맨스",3, 관람객 잠깐잠깐의 말장난에 웃기는하지만 전체적으로 매우 지루한 영화임. 평점좋아서 써니 같은 영화 상상하고 봤는데 완전 잼없는영화임. 평점이 이리 좋은 이유를 모르겠음 
134,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 영화 중간중간 웃기고 재밌었다~ 
135,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 개꿀잼입니다 완전 강추합니다ㅠ 
136,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 박보영은 그냥 10점 항상옳다 
137,너의 결혼식,2018,"멜로, 로맨스",4, 관람객 건축학개론과 비교도 안되는 영화인데.. 평점보고 기대하고봐서 그런지 별로였어요. 유치하고 가벼운. 시간 아깝네요ㅠ 
138,너의 결혼식,2018,"멜로, 로맨스",1, 관람객 제발 보지말아주세요 부탁드립니다 
139,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 또 보고싶은 영화였다.. 
140,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 풋풋하고 달달한 첫사랑의 감정을 느낄수 있었습니다.마지막은 좀 아쉬움이 있었지만 옛날 추억을 다시소환해본 영화라 10점 드립니다 행복했습니다 
141,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 보면서 연애 하고싶다 생각도 들지만 .. 좀 무거운 생각도 같이 듦 
142,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 재밌어요 연기가 좋아요 
143,너의 결혼식,2018,"멜로, 로맨스",1, 관람객 난 씹노잼이었음 애들 왜우는거임 
144,너의 결혼식,2018,"멜로, 로맨스",1, 관람객 박보영팬이라 없는 시간 쪼개서 봤습니다. 간단하게 말하자면 전형적인 한국형 로맨틱 코미디면서 유치하고 지루한 영화. 평점 말도 안됩니다. 박보영의 매력을 떨어트리는 영화 
145,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 있을때 잘하자 ㅤㅇㅔㅆ을때잘해야된다 
146,너의 결혼식,2018,"멜로, 로맨스",10, 관람객 만약에끝이결혼이었으면 이렇게 여운남지도않았을 거다 
147,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 사랑은 타이밍이라는 말이 참 와닿았어요 
148,너의 결혼식,2018,"멜로, 로맨스",9, 관람객 가식적이지 않은..현실 커플의 이야기를 담백하게 잘 표현한 영화 ~ 
149,너의 결혼식,2018,"멜로, 로맨스",8, 관람객 중간중간 재밌었어요~안타깝기도하고 끝이 아쉬웠지만 재밌었어요 
